model,rep,condition,trial_number,raw_choice,final_choice,intervened,correct,persistence_error
claude,9,TrajectoryOnly,25,color,color,0,0,1
claude,9,TrajectoryOnly,26,color,color,0,0,1
claude,9,TrajectoryOnly,27,color,color,0,0,1
claude,9,TrajectoryOnly,28,color,color,0,0,1
claude,9,TrajectoryOnly,29,color,number,1,0,0
claude,9,TrajectoryOnly,30,color,color,0,0,1
claude,9,TrajectoryOnly,31,color,color,0,0,0
claude,9,TrajectoryOnly,32,color,color,0,0,0
claude,9,TrajectoryOnly,33,color,color,0,0,0
claude,9,TrajectoryOnly,34,color,color,0,0,0
claude,9,TrajectoryOnly,35,color,shape,1,0,1
claude,9,TrajectoryOnly,36,number,number,0,1,0
claude,9,YokedRandom,1,color,color,0,1,0
claude,9,YokedRandom,2,color,color,0,1,0
claude,9,YokedRandom,3,color,color,0,1,0
claude,9,YokedRandom,4,color,color,0,1,0
claude,9,YokedRandom,5,color,color,0,1,0
claude,9,YokedRandom,6,color,color,0,1,0
claude,9,YokedRandom,7,color,color,0,0,1
claude,9,YokedRandom,8,color,color,0,0,1
claude,9,YokedRandom,9,color,number,1,0,0
claude,9,YokedRandom,10,color,shape,1,1,0
claude,9,YokedRandom,11,color,color,0,0,1
claude,9,YokedRandom,12,number,number,0,0,0
claude,9,YokedRandom,13,color,color,0,0,0
claude,9,YokedRandom,14,color,color,0,0,0
claude,9,YokedRandom,15,color,color,0,0,0
claude,9,YokedRandom,16,color,color,0,0,0
claude,9,YokedRandom,17,color,color,0,0,0
claude,9,YokedRandom,18,color,color,0,0,0
claude,9,YokedRandom,19,number,number,0,0,1
claude,9,YokedRandom,20,color,color,0,1,0
claude,9,YokedRandom,21,number,number,0,0,1
claude,9,YokedRandom,22,shape,shape,0,0,0
claude,9,YokedRandom,23,shape,shape,0,0,0
claude,9,YokedRandom,24,color,color,0,1,0
claude,9,YokedRandom,25,color,color,0,0,1
claude,9,YokedRandom,26,color,color,0,0,1
claude,9,YokedRandom,27,color,color,0,0,1
claude,9,YokedRandom,28,color,color,0,0,1
claude,9,YokedRandom,29,color,color,0,0,1
claude,9,YokedRandom,30,color,color,0,0,1
claude,9,YokedRandom,31,color,color,0,0,0
claude,9,YokedRandom,32,color,color,0,0,0
claude,9,YokedRandom,33,color,color,0,0,0
claude,9,YokedRandom,34,color,color,0,0,0
claude,9,YokedRandom,35,color,color,0,0,0
claude,9,YokedRandom,36,number,number,0,1,0
claude,9,OracleFull,1,color,color,0,1,0
claude,9,OracleFull,2,color,color,0,1,0
claude,9,OracleFull,3,color,color,0,1,0
claude,9,OracleFull,4,color,color,0,1,0
claude,9,OracleFull,5,color,color,0,1,0
claude,9,OracleFull,6,color,color,0,1,0
claude,9,OracleFull,7,color,shape,1,1,0
claude,9,OracleFull,8,color,shape,1,1,0
claude,9,OracleFull,9,color,color,0,0,1
claude,9,OracleFull,10,color,color,0,0,1
claude,9,OracleFull,11,color,shape,1,1,0
claude,9,OracleFull,12,number,number,0,0,0
claude,9,OracleFull,13,color,color,0,0,0
claude,9,OracleFull,14,color,color,0,0,0
claude,9,OracleFull,15,color,number,1,1,0
claude,9,OracleFull,16,color,color,0,0,0
claude,9,OracleFull,17,color,color,0,0,0
claude,9,OracleFull,18,color,number,1,1,0
claude,9,OracleFull,19,number,color,1,1,0
claude,9,OracleFull,20,color,color,0,1,0
claude,9,OracleFull,21,number,color,1,1,0
claude,9,OracleFull,22,shape,shape,0,0,0
claude,9,OracleFull,23,shape,shape,0,0,0
claude,9,OracleFull,24,color,color,0,1,0
claude,9,OracleFull,25,color,shape,1,1,0
claude,9,OracleFull,26,color,shape,1,1,0
claude,9,OracleFull,27,color,shape,1,1,0
claude,9,OracleFull,28,color,color,0,0,1
claude,9,OracleFull,29,color,color,0,0,1
claude,9,OracleFull,30,color,shape,1,1,0
claude,9,OracleFull,31,color,color,0,0,0
claude,9,OracleFull,32,color,color,0,0,0
claude,9,OracleFull,33,color,number,1,1,0
claude,9,OracleFull,34,color,color,0,0,0
claude,9,OracleFull,35,color,color,0,0,0
claude,9,OracleFull,36,number,number,0,1,0
claude,10,RawLLM,1,color,color,0,1,0
claude,10,RawLLM,2,color,color,0,1,0
claude,10,RawLLM,3,color,color,0,1,0
claude,10,RawLLM,4,color,color,0,1,0
claude,10,RawLLM,5,number,number,0,0,0
claude,10,RawLLM,6,color,color,0,1,0
claude,10,RawLLM,7,color,color,0,0,1
claude,10,RawLLM,8,number,number,0,0,0
claude,10,RawLLM,9,color,color,0,0,1
claude,10,RawLLM,10,number,number,0,0,0
claude,10,RawLLM,11,color,color,0,0,1
claude,10,RawLLM,12,number,number,0,0,0
claude,10,RawLLM,13,color,color,0,0,0
claude,10,RawLLM,14,color,color,0,0,0
claude,10,RawLLM,15,color,color,0,0,0
claude,10,RawLLM,16,color,color,0,0,0
claude,10,RawLLM,17,color,color,0,0,0
claude,10,RawLLM,18,color,color,0,0,0
claude,10,RawLLM,19,number,number,0,0,1
claude,10,RawLLM,20,color,color,0,1,0
claude,10,RawLLM,21,color,color,0,1,0
claude,10,RawLLM,22,color,color,0,1,0
claude,10,RawLLM,23,color,color,0,1,0
claude,10,RawLLM,24,number,number,0,0,1
claude,10,RawLLM,25,color,color,0,0,1
claude,10,RawLLM,26,color,color,0,0,1
claude,10,RawLLM,27,color,color,0,0,1
claude,10,RawLLM,28,color,color,0,0,1
claude,10,RawLLM,29,color,color,0,0,1
claude,10,RawLLM,30,color,color,0,0,1
claude,10,RawLLM,31,number,number,0,1,0
claude,10,RawLLM,32,number,number,0,1,0
claude,10,RawLLM,33,number,number,0,1,0
claude,10,RawLLM,34,number,number,0,1,0
claude,10,RawLLM,35,number,number,0,1,0
claude,10,RawLLM,36,number,number,0,1,0
claude,10,RuleBlindFull,1,color,color,0,1,0
claude,10,RuleBlindFull,2,color,color,0,1,0
claude,10,RuleBlindFull,3,color,color,0,1,0
claude,10,RuleBlindFull,4,color,color,0,1,0
claude,10,RuleBlindFull,5,number,number,0,0,0
claude,10,RuleBlindFull,6,color,color,0,1,0
claude,10,RuleBlindFull,7,color,color,0,0,1
claude,10,RuleBlindFull,8,number,number,0,0,0
claude,10,RuleBlindFull,9,color,color,0,0,1
claude,10,RuleBlindFull,10,number,number,0,0,0
claude,10,RuleBlindFull,11,color,shape,1,1,0
claude,10,RuleBlindFull,12,number,number,0,0,0
claude,10,RuleBlindFull,13,color,color,0,0,0
claude,10,RuleBlindFull,14,color,color,0,0,0
claude,10,RuleBlindFull,15,color,color,0,0,0
claude,10,RuleBlindFull,16,color,color,0,0,0
claude,10,RuleBlindFull,17,color,color,0,0,0
claude,10,RuleBlindFull,18,color,color,0,0,0
claude,10,RuleBlindFull,19,number,number,0,0,1
claude,10,RuleBlindFull,20,color,color,0,1,0
claude,10,RuleBlindFull,21,color,color,0,1,0
claude,10,RuleBlindFull,22,color,color,0,1,0
claude,10,RuleBlindFull,23,color,color,0,1,0
claude,10,RuleBlindFull,24,number,number,0,0,1
claude,10,RuleBlindFull,25,color,color,0,0,1
claude,10,RuleBlindFull,26,color,color,0,0,1
claude,10,RuleBlindFull,27,color,shape,1,1,0
claude,10,RuleBlindFull,28,color,shape,1,1,0
claude,10,RuleBlindFull,29,color,color,0,0,1
claude,10,RuleBlindFull,30,color,color,0,0,1
claude,10,RuleBlindFull,31,number,number,0,1,0
claude,10,RuleBlindFull,32,number,number,0,1,0
claude,10,RuleBlindFull,33,number,number,0,1,0
claude,10,RuleBlindFull,34,number,number,0,1,0
claude,10,RuleBlindFull,35,number,number,0,1,0
claude,10,RuleBlindFull,36,number,number,0,1,0
claude,10,NoVeto,1,color,color,0,1,0
claude,10,NoVeto,2,color,color,0,1,0
claude,10,NoVeto,3,color,color,0,1,0
claude,10,NoVeto,4,color,color,0,1,0
claude,10,NoVeto,5,number,number,0,0,0
claude,10,NoVeto,6,color,color,0,1,0
claude,10,NoVeto,7,color,color,0,0,1
claude,10,NoVeto,8,number,number,0,0,0
claude,10,NoVeto,9,color,color,0,0,1
claude,10,NoVeto,10,number,number,0,0,0
claude,10,NoVeto,11,color,color,0,0,1
claude,10,NoVeto,12,number,number,0,0,0
claude,10,NoVeto,13,color,color,0,0,0
claude,10,NoVeto,14,color,color,0,0,0
claude,10,NoVeto,15,color,color,0,0,0
claude,10,NoVeto,16,color,color,0,0,0
claude,10,NoVeto,17,color,color,0,0,0
claude,10,NoVeto,18,color,color,0,0,0
claude,10,NoVeto,19,number,number,0,0,1
claude,10,NoVeto,20,color,color,0,1,0
claude,10,NoVeto,21,color,color,0,1,0
claude,10,NoVeto,22,color,color,0,1,0
claude,10,NoVeto,23,color,color,0,1,0
claude,10,NoVeto,24,number,number,0,0,1
claude,10,NoVeto,25,color,color,0,0,1
claude,10,NoVeto,26,color,color,0,0,1
claude,10,NoVeto,27,color,color,0,0,1
claude,10,NoVeto,28,color,color,0,0,1
claude,10,NoVeto,29,color,color,0,0,1
claude,10,NoVeto,30,color,color,0,0,1
claude,10,NoVeto,31,number,number,0,1,0
claude,10,NoVeto,32,number,number,0,1,0
claude,10,NoVeto,33,number,number,0,1,0
claude,10,NoVeto,34,number,number,0,1,0
claude,10,NoVeto,35,number,number,0,1,0
claude,10,NoVeto,36,number,number,0,1,0
claude,10,TrajectoryOnly,1,color,color,0,1,0
claude,10,TrajectoryOnly,2,color,color,0,1,0
claude,10,TrajectoryOnly,3,color,color,0,1,0
claude,10,TrajectoryOnly,4,color,color,0,1,0
claude,10,TrajectoryOnly,5,number,number,0,0,0
claude,10,TrajectoryOnly,6,color,color,0,1,0
claude,10,TrajectoryOnly,7,color,color,0,0,1
claude,10,TrajectoryOnly,8,number,number,0,0,0
claude,10,TrajectoryOnly,9,color,color,0,0,1
claude,10,TrajectoryOnly,10,number,number,0,0,0
claude,10,TrajectoryOnly,11,color,color,0,0,1
claude,10,TrajectoryOnly,12,number,number,0,0,0
claude,10,TrajectoryOnly,13,color,color,0,0,0
claude,10,TrajectoryOnly,14,color,color,0,0,0
claude,10,TrajectoryOnly,15,color,color,0,0,0
claude,10,TrajectoryOnly,16,color,color,0,0,0
claude,10,TrajectoryOnly,17,color,color,0,0,0
claude,10,TrajectoryOnly,18,color,shape,1,0,1
claude,10,TrajectoryOnly,19,number,number,0,0,1
claude,10,TrajectoryOnly,20,color,color,0,1,0
claude,10,TrajectoryOnly,21,color,color,0,1,0
claude,10,TrajectoryOnly,22,color,color,0,1,0
claude,10,TrajectoryOnly,23,color,color,0,1,0
claude,10,TrajectoryOnly,24,number,number,0,0,1
claude,10,TrajectoryOnly,25,color,color,0,0,1
claude,10,TrajectoryOnly,26,color,color,0,0,1
claude,10,TrajectoryOnly,27,color,color,0,0,1
claude,10,TrajectoryOnly,28,color,color,0,0,1
claude,10,TrajectoryOnly,29,color,color,0,0,1
claude,10,TrajectoryOnly,30,color,shape,1,1,0
claude,10,TrajectoryOnly,31,number,number,0,1,0
claude,10,TrajectoryOnly,32,number,number,0,1,0
claude,10,TrajectoryOnly,33,number,number,0,1,0
claude,10,TrajectoryOnly,34,number,number,0,1,0
claude,10,TrajectoryOnly,35,number,number,0,1,0
claude,10,TrajectoryOnly,36,number,color,1,0,0
claude,10,YokedRandom,1,color,color,0,1,0
claude,10,YokedRandom,2,color,color,0,1,0
claude,10,YokedRandom,3,color,color,0,1,0
claude,10,YokedRandom,4,color,color,0,1,0
claude,10,YokedRandom,5,number,number,0,0,0
claude,10,YokedRandom,6,color,color,0,1,0
claude,10,YokedRandom,7,color,color,0,0,1
claude,10,YokedRandom,8,number,number,0,0,0
claude,10,YokedRandom,9,color,color,0,0,1
claude,10,YokedRandom,10,number,number,0,0,0
claude,10,YokedRandom,11,color,number,1,0,0
claude,10,YokedRandom,12,number,number,0,0,0
claude,10,YokedRandom,13,color,color,0,0,0
claude,10,YokedRandom,14,color,color,0,0,0
claude,10,YokedRandom,15,color,color,0,0,0
claude,10,YokedRandom,16,color,color,0,0,0
claude,10,YokedRandom,17,color,color,0,0,0
claude,10,YokedRandom,18,color,color,0,0,0
claude,10,YokedRandom,19,number,number,0,0,1
claude,10,YokedRandom,20,color,color,0,1,0
claude,10,YokedRandom,21,color,color,0,1,0
claude,10,YokedRandom,22,color,color,0,1,0
claude,10,YokedRandom,23,color,color,0,1,0
claude,10,YokedRandom,24,number,number,0,0,1
claude,10,YokedRandom,25,color,color,0,0,1
claude,10,YokedRandom,26,color,color,0,0,1
claude,10,YokedRandom,27,color,shape,1,1,0
claude,10,YokedRandom,28,color,shape,1,1,0
claude,10,YokedRandom,29,color,color,0,0,1
claude,10,YokedRandom,30,color,color,0,0,1
claude,10,YokedRandom,31,number,number,0,1,0
claude,10,YokedRandom,32,number,number,0,1,0
claude,10,YokedRandom,33,number,number,0,1,0
claude,10,YokedRandom,34,number,number,0,1,0
claude,10,YokedRandom,35,number,number,0,1,0
claude,10,YokedRandom,36,number,number,0,1,0
claude,10,OracleFull,1,color,color,0,1,0
claude,10,OracleFull,2,color,color,0,1,0
claude,10,OracleFull,3,color,color,0,1,0
claude,10,OracleFull,4,color,color,0,1,0
claude,10,OracleFull,5,number,number,0,0,0
claude,10,OracleFull,6,color,color,0,1,0
claude,10,OracleFull,7,color,shape,1,1,0
claude,10,OracleFull,8,number,number,0,0,0
claude,10,OracleFull,9,color,color,0,0,1
claude,10,OracleFull,10,number,number,0,0,0
claude,10,OracleFull,11,color,color,0,0,1
claude,10,OracleFull,12,number,number,0,0,0
claude,10,OracleFull,13,color,color,0,0,0
claude,10,OracleFull,14,color,color,0,0,0
claude,10,OracleFull,15,color,number,1,1,0
claude,10,OracleFull,16,color,color,0,0,0
claude,10,OracleFull,17,color,color,0,0,0
claude,10,OracleFull,18,color,number,1,1,0
claude,10,OracleFull,19,number,color,1,1,0
claude,10,OracleFull,20,color,color,0,1,0
claude,10,OracleFull,21,color,color,0,1,0
claude,10,OracleFull,22,color,color,0,1,0
claude,10,OracleFull,23,color,color,0,1,0
claude,10,OracleFull,24,number,number,0,0,1
claude,10,OracleFull,25,color,shape,1,1,0
claude,10,OracleFull,26,color,shape,1,1,0
claude,10,OracleFull,27,color,shape,1,1,0
claude,10,OracleFull,28,color,color,0,0,1
claude,10,OracleFull,29,color,color,0,0,1
claude,10,OracleFull,30,color,shape,1,1,0
claude,10,OracleFull,31,number,number,0,1,0
claude,10,OracleFull,32,number,number,0,1,0
claude,10,OracleFull,33,number,number,0,1,0
claude,10,OracleFull,34,number,number,0,1,0
claude,10,OracleFull,35,number,number,0,1,0
claude,10,OracleFull,36,number,number,0,1,0
claude,11,RawLLM,1,color,color,0,1,0
claude,11,RawLLM,2,color,color,0,1,0
claude,11,RawLLM,3,color,color,0,1,0
claude,11,RawLLM,4,color,color,0,1,0
claude,11,RawLLM,5,number,number,0,0,0
claude,11,RawLLM,6,color,color,0,1,0
claude,11,RawLLM,7,color,color,0,0,1
claude,11,RawLLM,8,number,number,0,0,0
claude,11,RawLLM,9,color,color,0,0,1
claude,11,RawLLM,10,number,number,0,0,0
claude,11,RawLLM,11,color,color,0,0,1
claude,11,RawLLM,12,number,number,0,0,0
claude,11,RawLLM,13,color,color,0,0,0
claude,11,RawLLM,14,shape,shape,0,0,1
claude,11,RawLLM,15,color,color,0,0,0
claude,11,RawLLM,16,color,color,0,0,0
claude,11,RawLLM,17,color,color,0,0,0
claude,11,RawLLM,18,color,color,0,0,0
claude,11,RawLLM,19,number,number,0,0,1
claude,11,RawLLM,20,number,number,0,0,1
claude,11,RawLLM,21,color,color,0,1,0
claude,11,RawLLM,22,shape,shape,0,0,0
claude,11,RawLLM,23,number,number,0,0,1
claude,11,RawLLM,24,color,color,0,1,0
claude,11,RawLLM,25,color,color,0,0,1
claude,11,RawLLM,26,color,color,0,0,1
claude,11,RawLLM,27,color,color,0,0,1
claude,11,RawLLM,28,color,color,0,0,1
claude,11,RawLLM,29,color,color,0,0,1
claude,11,RawLLM,30,color,color,0,0,1
claude,11,RawLLM,31,color,color,0,0,0
claude,11,RawLLM,32,number,number,0,1,0
claude,11,RawLLM,33,color,color,0,0,0
claude,11,RawLLM,34,number,number,0,1,0
claude,11,RawLLM,35,number,number,0,1,0
claude,11,RawLLM,36,number,number,0,1,0
claude,11,RuleBlindFull,1,color,color,0,1,0
claude,11,RuleBlindFull,2,color,color,0,1,0
claude,11,RuleBlindFull,3,color,color,0,1,0
claude,11,RuleBlindFull,4,color,color,0,1,0
claude,11,RuleBlindFull,5,number,number,0,0,0
claude,11,RuleBlindFull,6,color,color,0,1,0
claude,11,RuleBlindFull,7,color,color,0,0,1
claude,11,RuleBlindFull,8,number,number,0,0,0
claude,11,RuleBlindFull,9,color,color,0,0,1
claude,11,RuleBlindFull,10,number,number,0,0,0
claude,11,RuleBlindFull,11,color,shape,1,1,0
claude,11,RuleBlindFull,12,number,number,0,0,0
claude,11,RuleBlindFull,13,color,color,0,0,0
claude,11,RuleBlindFull,14,shape,shape,0,0,1
claude,11,RuleBlindFull,15,color,color,0,0,0
claude,11,RuleBlindFull,16,color,color,0,0,0
claude,11,RuleBlindFull,17,color,color,0,0,0
claude,11,RuleBlindFull,18,color,color,0,0,0
claude,11,RuleBlindFull,19,number,number,0,0,1
claude,11,RuleBlindFull,20,number,number,0,0,1
claude,11,RuleBlindFull,21,color,color,0,1,0
claude,11,RuleBlindFull,22,shape,shape,0,0,0
claude,11,RuleBlindFull,23,number,number,0,0,1
claude,11,RuleBlindFull,24,color,color,0,1,0
claude,11,RuleBlindFull,25,color,color,0,0,1
claude,11,RuleBlindFull,26,color,color,0,0,1
claude,11,RuleBlindFull,27,color,color,0,0,1
claude,11,RuleBlindFull,28,color,color,0,0,1
claude,11,RuleBlindFull,29,color,color,0,0,1
claude,11,RuleBlindFull,30,color,color,0,0,1
claude,11,RuleBlindFull,31,color,color,0,0,0
claude,11,RuleBlindFull,32,number,number,0,1,0
claude,11,RuleBlindFull,33,color,color,0,0,0
claude,11,RuleBlindFull,34,number,number,0,1,0
claude,11,RuleBlindFull,35,number,number,0,1,0
claude,11,RuleBlindFull,36,number,number,0,1,0
claude,11,NoVeto,1,color,color,0,1,0
claude,11,NoVeto,2,color,color,0,1,0
claude,11,NoVeto,3,color,color,0,1,0
claude,11,NoVeto,4,color,color,0,1,0
claude,11,NoVeto,5,number,number,0,0,0
claude,11,NoVeto,6,color,color,0,1,0
claude,11,NoVeto,7,color,color,0,0,1
claude,11,NoVeto,8,number,number,0,0,0
claude,11,NoVeto,9,color,color,0,0,1
claude,11,NoVeto,10,number,number,0,0,0
claude,11,NoVeto,11,color,color,0,0,1
claude,11,NoVeto,12,number,number,0,0,0
claude,11,NoVeto,13,color,color,0,0,0
claude,11,NoVeto,14,shape,shape,0,0,1
claude,11,NoVeto,15,color,color,0,0,0
claude,11,NoVeto,16,color,color,0,0,0
claude,11,NoVeto,17,color,color,0,0,0
claude,11,NoVeto,18,color,color,0,0,0
claude,11,NoVeto,19,number,number,0,0,1
claude,11,NoVeto,20,number,number,0,0,1
claude,11,NoVeto,21,color,color,0,1,0
claude,11,NoVeto,22,shape,shape,0,0,0
claude,11,NoVeto,23,number,number,0,0,1
claude,11,NoVeto,24,color,color,0,1,0
claude,11,NoVeto,25,color,color,0,0,1
claude,11,NoVeto,26,color,color,0,0,1
claude,11,NoVeto,27,color,color,0,0,1
claude,11,NoVeto,28,color,color,0,0,1
claude,11,NoVeto,29,color,color,0,0,1
claude,11,NoVeto,30,color,color,0,0,1
claude,11,NoVeto,31,color,color,0,0,0
claude,11,NoVeto,32,number,number,0,1,0
claude,11,NoVeto,33,color,color,0,0,0
claude,11,NoVeto,34,number,number,0,1,0
claude,11,NoVeto,35,number,number,0,1,0
claude,11,NoVeto,36,number,number,0,1,0
claude,11,TrajectoryOnly,1,color,color,0,1,0
claude,11,TrajectoryOnly,2,color,color,0,1,0
claude,11,TrajectoryOnly,3,color,color,0,1,0
claude,11,TrajectoryOnly,4,color,color,0,1,0
claude,11,TrajectoryOnly,5,number,number,0,0,0
claude,11,TrajectoryOnly,6,color,color,0,1,0
claude,11,TrajectoryOnly,7,color,color,0,0,1
claude,11,TrajectoryOnly,8,number,number,0,0,0
claude,11,TrajectoryOnly,9,color,color,0,0,1
claude,11,TrajectoryOnly,10,number,number,0,0,0
claude,11,TrajectoryOnly,11,color,color,0,0,1
claude,11,TrajectoryOnly,12,number,number,0,0,0
claude,11,TrajectoryOnly,13,color,color,0,0,0
claude,11,TrajectoryOnly,14,shape,shape,0,0,1
claude,11,TrajectoryOnly,15,color,color,0,0,0
claude,11,TrajectoryOnly,16,color,color,0,0,0
claude,11,TrajectoryOnly,17,color,color,0,0,0
claude,11,TrajectoryOnly,18,color,color,0,0,0
claude,11,TrajectoryOnly,19,number,number,0,0,1
claude,11,TrajectoryOnly,20,number,number,0,0,1
claude,11,TrajectoryOnly,21,color,color,0,1,0
claude,11,TrajectoryOnly,22,shape,shape,0,0,0
claude,11,TrajectoryOnly,23,number,number,0,0,1
claude,11,TrajectoryOnly,24,color,color,0,1,0
claude,11,TrajectoryOnly,25,color,color,0,0,1
claude,11,TrajectoryOnly,26,color,color,0,0,1
claude,11,TrajectoryOnly,27,color,color,0,0,1
claude,11,TrajectoryOnly,28,color,color,0,0,1
claude,11,TrajectoryOnly,29,color,shape,1,1,0
claude,11,TrajectoryOnly,30,color,color,0,0,1
claude,11,TrajectoryOnly,31,color,color,0,0,0
claude,11,TrajectoryOnly,32,number,number,0,1,0
claude,11,TrajectoryOnly,33,color,color,0,0,0
claude,11,TrajectoryOnly,34,number,number,0,1,0
claude,11,TrajectoryOnly,35,number,number,0,1,0
claude,11,TrajectoryOnly,36,number,number,0,1,0
claude,11,YokedRandom,1,color,color,0,1,0
claude,11,YokedRandom,2,color,color,0,1,0
claude,11,YokedRandom,3,color,color,0,1,0
claude,11,YokedRandom,4,color,color,0,1,0
claude,11,YokedRandom,5,number,number,0,0,0
claude,11,YokedRandom,6,color,color,0,1,0
claude,11,YokedRandom,7,color,color,0,0,1
claude,11,YokedRandom,8,number,number,0,0,0
claude,11,YokedRandom,9,color,color,0,0,1
claude,11,YokedRandom,10,number,number,0,0,0
claude,11,YokedRandom,11,color,shape,1,1,0
claude,11,YokedRandom,12,number,number,0,0,0
claude,11,YokedRandom,13,color,color,0,0,0
claude,11,YokedRandom,14,shape,shape,0,0,1
claude,11,YokedRandom,15,color,color,0,0,0
claude,11,YokedRandom,16,color,color,0,0,0
claude,11,YokedRandom,17,color,color,0,0,0
claude,11,YokedRandom,18,color,color,0,0,0
claude,11,YokedRandom,19,number,number,0,0,1
claude,11,YokedRandom,20,number,number,0,0,1
claude,11,YokedRandom,21,color,color,0,1,0
claude,11,YokedRandom,22,shape,shape,0,0,0
claude,11,YokedRandom,23,number,number,0,0,1
claude,11,YokedRandom,24,color,color,0,1,0
claude,11,YokedRandom,25,color,color,0,0,1
claude,11,YokedRandom,26,color,color,0,0,1
claude,11,YokedRandom,27,color,color,0,0,1
claude,11,YokedRandom,28,color,color,0,0,1
claude,11,YokedRandom,29,color,color,0,0,1
claude,11,YokedRandom,30,color,color,0,0,1
claude,11,YokedRandom,31,color,color,0,0,0
claude,11,YokedRandom,32,number,number,0,1,0
claude,11,YokedRandom,33,color,color,0,0,0
claude,11,YokedRandom,34,number,number,0,1,0
claude,11,YokedRandom,35,number,number,0,1,0
claude,11,YokedRandom,36,number,number,0,1,0
claude,11,OracleFull,1,color,color,0,1,0
claude,11,OracleFull,2,color,color,0,1,0
claude,11,OracleFull,3,color,color,0,1,0
claude,11,OracleFull,4,color,color,0,1,0
claude,11,OracleFull,5,number,number,0,0,0
claude,11,OracleFull,6,color,color,0,1,0
claude,11,OracleFull,7,color,shape,1,1,0
claude,11,OracleFull,8,number,number,0,0,0
claude,11,OracleFull,9,color,color,0,0,1
claude,11,OracleFull,10,number,number,0,0,0
claude,11,OracleFull,11,color,color,0,0,1
claude,11,OracleFull,12,number,number,0,0,0
claude,11,OracleFull,13,color,color,0,0,0
claude,11,OracleFull,14,shape,number,1,1,0
claude,11,OracleFull,15,color,color,0,0,0
claude,11,OracleFull,16,color,color,0,0,0
claude,11,OracleFull,17,color,number,1,1,0
claude,11,OracleFull,18,color,color,0,0,0
claude,11,OracleFull,19,number,color,1,1,0
claude,11,OracleFull,20,number,color,1,1,0
claude,11,OracleFull,21,color,color,0,1,0
claude,11,OracleFull,22,shape,shape,0,0,0
claude,11,OracleFull,23,number,number,0,0,1
claude,11,OracleFull,24,color,color,0,1,0
claude,11,OracleFull,25,color,shape,1,1,0
claude,11,OracleFull,26,color,shape,1,1,0
claude,11,OracleFull,27,color,shape,1,1,0
claude,11,OracleFull,28,color,color,0,0,1
claude,11,OracleFull,29,color,color,0,0,1
claude,11,OracleFull,30,color,shape,1,1,0
claude,11,OracleFull,31,color,color,0,0,0
claude,11,OracleFull,32,number,number,0,1,0
claude,11,OracleFull,33,color,color,0,0,0
claude,11,OracleFull,34,number,number,0,1,0
